Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
"Birthday Party Bash","Wii",2009,"Misc","Take-Two Interactive",0.300000,0.000000,0.000000,0.020000,0.320000
"OverBlood","PS",1996,"Action","Electronic Arts",0.050000,0.040000,0.210000,0.020000,0.320000
"ESPN X-Games Pro Boarder","PS",1997,"Sports","Sony Computer Entertainment",0.180000,0.120000,0.000000,0.020000,0.320000
"Murdered: Soul Suspect","PS4",2014,"Action","Square Enix",0.090000,0.160000,0.020000,0.050000,0.320000
"Tony Hawks American Wasteland","X360",2005,"Sports","Activision",0.280000,0.020000,0.000000,0.030000,0.320000
"Harvest Moon: Back to Nature","PS",1999,"Simulation","Ubisoft",0.110000,0.070000,0.120000,0.020000,0.320000
"Sniper Elite 3","X360",2014,"Shooter","505 Games",0.160000,0.140000,0.000000,0.030000,0.320000
"Naruto: Ultimate Ninja (JP sales)","PS2",2003,"Fighting","Atari",0.000000,0.000000,0.320000,0.000000,0.320000
"The Settlers 7: Paths to a Kingdom","PC",2010,"Strategy","Ubisoft",0.000000,0.260000,0.000000,0.060000,0.320000
" Go! Safari Rescue","DS",2007,"Adventure","Take-Two Interactive",0.150000,0.010000,0.000000,0.010000,0.170000
"Super Power League","SNES",1993,"Sports","Hudson Soft",0.000000,0.000000,0.170000,0.000000,0.170000
"Easy Piano","DS",2009,"Misc","Game Life",0.040000,0.110000,0.000000,0.020000,0.170000
"Street Fighter Alpha 2","SNES",1996,"Fighting","Nintendo",0.000000,0.000000,0.170000,0.000000,0.170000
"Dragon Quest X","3DS",2014,"Role-Playing","Square Enix",0.000000,0.000000,0.170000,0.000000,0.170000
"Payday 2","XOne",2015,"Shooter","505 Games",0.080000,0.070000,0.000000,0.010000,0.170000
"25 to Life","XB",2006,"Shooter","Eidos Interactive",0.120000,0.040000,0.000000,0.010000,0.170000
"Sumikko Gurashi: Koko ga Ochitsukundesu","3DS",2014,"Action","Nippon Columbia",0.000000,0.000000,0.170000,0.000000,0.170000
"NASCAR 15","X360",2015,"Sports","Deep Silver",0.150000,0.000000,0.000000,0.020000,0.170000
"TransFormers Animated: The Game","DS",2008,"Action","Activision",0.150000,0.010000,0.000000,0.010000,0.170000
"Fracture","PS3",2008,"Shooter","LucasArts",0.110000,0.040000,0.000000,0.020000,0.170000
"Sega Superstars","PS2",2004,"Misc","Sega",0.080000,0.060000,0.000000,0.020000,0.170000
"Midway Arcade Treasures","GC",2003,"Misc","Midway Games",0.130000,0.030000,0.000000,0.000000,0.170000
"Leisure Suit Larry: Magna Cum Laude","XB",2004,"Adventure","Vivendi Games",0.120000,0.040000,0.000000,0.010000,0.170000
"Mousetrap / Operation / Simon","GBA",2005,"Misc","DSI Games",0.120000,0.040000,0.000000,0.000000,0.170000
"Klonoa","Wii",2008,"Platform","Namco Bandai Games",0.110000,0.020000,0.030000,0.010000,0.170000
"NBA 09: The Inside","PS2",2008,"Sports","Sony Computer Entertainment",0.080000,0.060000,0.000000,0.020000,0.170000
"Spyro: Shadow Legacy","DS",2005,"Action","Vivendi Games",0.140000,0.010000,0.000000,0.010000,0.170000
"Resident Evil","SAT",1997,"Action","Capcom",0.000000,0.000000,0.170000,0.000000,0.170000
"Wildstar","PC",2014,"Role-Playing","NCSoft",0.080000,0.070000,0.000000,0.020000,0.170000
"Dragon Ball: Fusions","3DS",2016,"Role-Playing","Namco Bandai Games",0.000000,0.000000,0.170000,0.000000,0.170000
"Apache: Air Assault","X360",2010,"Simulation","Activision",0.120000,0.040000,0.000000,0.010000,0.170000
"TOEIC Test Training DS","DS",2007,"Misc","IE Institute",0.000000,0.000000,0.170000,0.000000,0.170000
"Jikkyou Powerful Pro Yakyuu 2014","PS3",2014,"Sports","Konami Digital Entertainment",0.000000,0.000000,0.170000,0.000000,0.170000
"Senran Kagura: Estival Versus","PS4",2015,"Action","Marvelous Interactive",0.070000,0.000000,0.080000,0.020000,0.170000
"Itoi Shigesato no Bass Tsuri No. 1","SNES",1997,"Sports","Nintendo",0.000000,0.000000,0.170000,0.000000,0.170000
"Cubivore: Survival of the Fittest","GC",2002,"Adventure","Nintendo",0.010000,0.000000,0.150000,0.000000,0.170000
"The Sims 3: Seasons","PC",2012,"Simulation","Electronic Arts",0.000000,0.130000,0.000000,0.030000,0.170000
"Anarchy Reigns","X360",2012,"Action","Sega",0.110000,0.020000,0.020000,0.010000,0.170000
"FlatOut","XB",2004,"Racing","Empire Interactive",0.120000,0.040000,0.000000,0.010000,0.170000
"Project X Zone 2: Brave New World","3DS",2015,"Role-Playing","Namco Bandai Games",0.040000,0.040000,0.080000,0.010000,0.170000
"NCAA Basketball 09","PS3",2008,"Sports","Electronic Arts",0.150000,0.000000,0.000000,0.010000,0.170000
"Bakugan Battle Brawlers: Defenders of the Core","PS3",2010,"Action","Activision",0.140000,0.010000,0.000000,0.020000,0.170000
"Mr. Do!s Castle","2600",1983,"Action","Parker Bros.",0.150000,0.010000,0.000000,0.000000,0.170000
"Death Trap","2600",1982,"Action","Avalon Interactive",0.150000,0.010000,0.000000,0.000000,0.170000
"Armor Ambush","2600",1981,"Action","Mattel Interactive",0.150000,0.010000,0.000000,0.000000,0.170000
"Parodius","SAT",1995,"Shooter","Konami Digital Entertainment",0.000000,0.000000,0.160000,0.000000,0.170000
"Thrillville: Off the Rails","X360",2007,"Strategy","LucasArts",0.130000,0.020000,0.000000,0.010000,0.160000
"Hyperdimension Neptunia Victory","PS3",2012,"Role-Playing","Compile Heart",0.050000,0.030000,0.060000,0.020000,0.160000
"Taz Wanted","PS2",2002,"Platform","Atari",0.080000,0.060000,0.000000,0.020000,0.160000
"Mobile Suit Gundam: Extreme VS Force","PSV",2015,"Action","Namco Bandai Games",0.000000,0.000000,0.160000,0.000000,0.160000
"Sid Meiers Pirates!","Wii",2010,"Strategy","Take-Two Interactive",0.130000,0.020000,0.000000,0.010000,0.160000
"MLB 16: The Show","PS3",2016,"Action","Sony Computer Entertainment",0.130000,0.000000,0.000000,0.030000,0.160000
"Phantasy Star Online 2","PSV",2013,"Role-Playing","Sega",0.000000,0.000000,0.160000,0.000000,0.160000
"Vehicular Combat League presents Motor Mayhem","PS2",2001,"Racing","Atari",0.080000,0.060000,0.000000,0.020000,0.160000
"PoPoLoCrois: Hajimari no Bouken","PS2",2002,"Role-Playing","Sony Computer Entertainment",0.000000,0.000000,0.160000,0.000000,0.160000
"Star Wars: Super Bombad Racing","PS2",2001,"Racing","LucasArts",0.080000,0.060000,0.000000,0.020000,0.160000
"Hamster Heroes","Wii",2008,"Puzzle","Popcorn Arcade",0.160000,0.000000,0.000000,0.000000,0.160000
"Hot Wheels Velocity X","GBA",2002,"Racing","THQ",0.120000,0.040000,0.000000,0.000000,0.160000
"Ar Nosurge: Ode to an Unborn Star","PS3",2014,"Role-Playing","Tecmo Koei",0.050000,0.040000,0.060000,0.020000,0.160000
"Chaotic: Shadow Warriors","PS3",2009,"Action","Activision",0.150000,0.000000,0.000000,0.010000,0.160000
"Leisure Suit Larry: Box Office Bust","X360",2009,"Adventure","Codemasters",0.140000,0.010000,0.000000,0.010000,0.160000
"Alien Resurrection","PS",2000,"Shooter","Fox Interactive",0.090000,0.060000,0.000000,0.010000,0.160000
"World Tour Soccer 2005","PS2",2004,"Sports","Sony Computer Entertainment",0.080000,0.060000,0.000000,0.020000,0.160000
"Dungeon Siege: Throne of Agony","PSP",2006,"Role-Playing","Take-Two Interactive",0.130000,0.020000,0.000000,0.020000,0.160000
"Spider-Man: Web of Shadows - Amazing Allies Edition","PSP",2008,"Action","Activision",0.120000,0.020000,0.000000,0.020000,0.160000
"F1 2011","3DS",2011,"Racing","Codemasters",0.070000,0.080000,0.000000,0.020000,0.160000
"Rio","DS",2011,"Misc","THQ",0.120000,0.030000,0.000000,0.010000,0.160000
"Gunslingers","Wii",2010,"Shooter","Neko Entertainment",0.080000,0.060000,0.000000,0.020000,0.160000
"Create","PS3",2010,"Action","Electronic Arts",0.110000,0.030000,0.000000,0.020000,0.160000
"Lufia: Curse of the Sinistrals","DS",2010,"Role-Playing","Square Enix",0.120000,0.000000,0.030000,0.010000,0.160000
"El Shaddai: Ascension of the Metatron","X360",2011,"Action","Ignition Entertainment",0.070000,0.050000,0.030000,0.010000,0.160000
"ESPN College Hoops","PS2",2003,"Sports","Sega",0.080000,0.060000,0.000000,0.020000,0.160000
"Thor: God of Thunder","Wii",2011,"Action","Sega",0.110000,0.040000,0.000000,0.010000,0.160000
"F1 Championship Season 2000","PS2",2000,"Racing","Electronic Arts",0.060000,0.050000,0.030000,0.020000,0.160000
"Guilty Gear Judgment","PSP",2006,"Fighting","Majesco Entertainment",0.130000,0.000000,0.020000,0.010000,0.160000
"Pen 1 Grand Prix: Penguin no Mondai Special","DS",2009,"Fighting","Konami Digital Entertainment",0.000000,0.000000,0.160000,0.000000,0.160000
"Clash of the Titans","X360",2010,"Action","Namco Bandai Games",0.080000,0.060000,0.000000,0.020000,0.160000
"Around the World in 80 Days","DS",2010,"Action","PlayV",0.000000,0.140000,0.000000,0.020000,0.160000
"Robotech: Battlecry","GC",2002,"Shooter","TDK Mediactive",0.130000,0.030000,0.000000,0.000000,0.160000
"True Swing Golf","DS",2005,"Sports","Nintendo",0.110000,0.000000,0.040000,0.010000,0.160000
"Zapper: One Wicked Cricket!","PS2",2002,"Platform","Infogrames",0.080000,0.060000,0.000000,0.020000,0.160000
"Bomberman Land","PS",2000,"Misc","Hudson Soft",0.000000,0.000000,0.150000,0.010000,0.160000
"Paws & Claws: Pet Resort","GBA",2006,"Simulation","THQ",0.120000,0.040000,0.000000,0.000000,0.160000
"Kya: Dark Lineage","PS2",2003,"Adventure","Atari",0.080000,0.060000,0.000000,0.020000,0.160000
"Dynasty Warriors 8: Xtreme Legends","PS3",2013,"Action","Tecmo Koei",0.020000,0.030000,0.110000,0.010000,0.160000
"Curious George","GBA",2006,"Action","Namco Bandai Games",0.120000,0.040000,0.000000,0.000000,0.160000
"Monster Jam","Wii",2007,"Racing","Activision",0.150000,0.000000,0.000000,0.010000,0.160000
"Medieval Games","Wii",2009,"Action","Vir2L Studios",0.140000,0.010000,0.000000,0.010000,0.160000
"Stronghold 3","PC",2011,"Strategy","N/A",0.060000,0.100000,0.000000,0.000000,0.160000
"The Amazing Spider-Man (Console Version)","Wii",2012,"Action","Activision",0.110000,0.040000,0.000000,0.010000,0.160000
"Kid Adventures: Sky Captain","Wii",2010,"Action","Unknown",0.110000,0.040000,0.000000,0.010000,0.160000
"Lethal Skies II","PS2",2003,"Simulation","Sammy Corporation",0.080000,0.060000,0.000000,0.020000,0.160000
"Doctor Lautrec and the Forgotten Knights","3DS",2011,"Adventure","Konami Digital Entertainment",0.070000,0.050000,0.030000,0.010000,0.160000
"Disneys American Dragon Jake Long: Attack of the Dark Dragon","DS",2006,"Action","Disney Interactive Studios",0.150000,0.000000,0.000000,0.010000,0.160000
"Godzilla Unleashed","Wii",2007,"Fighting","Atari",0.150000,0.000000,0.000000,0.010000,0.160000
"Kamaitachi no Yoru × 3","PS2",2006,"Adventure","Sega",0.000000,0.000000,0.160000,0.000000,0.160000
"Tom and Jerry: Infurnal Escape","GBA",2003,"Action","Ubisoft",0.120000,0.040000,0.000000,0.000000,0.160000
"The Legend of Heroes VII: The Trail of Zero","PSP",2010,"Role-Playing","Falcom Corporation",0.000000,0.000000,0.160000,0.000000,0.160000
"Warriors Orochi 3","X360",2011,"Action","Ubisoft Annecy",0.090000,0.030000,0.030000,0.010000,0.160000
"Kings Field","PS",1995,"Role-Playing","Sony Computer Entertainment",0.090000,0.060000,0.000000,0.010000,0.160000
"Hannah Montana: Rock Out the Show","PSP",2009,"Misc","Disney Interactive Studios",0.130000,0.010000,0.000000,0.020000,0.160000
"Lets Ride: Sunshine Stables","GBA",2005,"Sports","DTP Entertainment",0.120000,0.040000,0.000000,0.000000,0.160000
"World Stadium 4","PS",2000,"Sports","Namco Bandai Games",0.000000,0.000000,0.150000,0.010000,0.160000
"Midway Arcade Treasures 2","GC",2004,"Misc","Midway Games",0.130000,0.030000,0.000000,0.000000,0.160000
"Hot Wheels World Race","GC",2003,"Racing","THQ",0.130000,0.030000,0.000000,0.000000,0.160000
"San Goku Shi Taisen DS","DS",2007,"Strategy","Sega",0.000000,0.000000,0.160000,0.000000,0.160000
"Kawa no Nushi Tsuri","PS",1998,"Sports","Victor Interactive",0.000000,0.000000,0.150000,0.010000,0.160000
"N2O: Nitrous Oxide","PS",1998,"Racing","Gremlin Interactive Ltd",0.090000,0.060000,0.000000,0.010000,0.160000
"Magic: The Gathering - Battlegrounds","XB",2003,"Strategy","Atari",0.120000,0.030000,0.000000,0.010000,0.160000
"Heroes over Europe","PS3",2009,"Simulation","Ubisoft",0.120000,0.020000,0.000000,0.020000,0.160000
"Dancing With The Stars","PS2",2007,"Misc","Activision",0.080000,0.060000,0.000000,0.020000,0.160000
"Major League Baseball 2K12","Wii",2012,"Sports","Take-Two Interactive",0.150000,0.000000,0.000000,0.010000,0.160000
"Pro Evolution Soccer 2015","X360",2014,"Sports","Konami Digital Entertainment",0.050000,0.100000,0.000000,0.010000,0.160000
"Bladestorm: Nightmare","PS4",2015,"Action","Tecmo Koei",0.070000,0.040000,0.030000,0.020000,0.160000
"Otogirisou","SNES",1992,"Adventure","ChunSoft",0.000000,0.000000,0.160000,0.000000,0.160000
"SD Gundam G Generation 3D","3DS",2011,"Role-Playing","Namco Bandai Games",0.000000,0.000000,0.160000,0.000000,0.160000
"Crash Tag Team Racing","GC",2005,"Racing","Vivendi Games",0.120000,0.030000,0.000000,0.000000,0.160000
"Grease Dance","X360",2011,"Misc","505 Games",0.110000,0.030000,0.000000,0.010000,0.160000
"Ready 2 Rumble Revolution","Wii",2009,"Sports","Atari",0.150000,0.000000,0.000000,0.010000,0.160000
"My Baby 3 & Friends","DS",2010,"Simulation","Majesco Entertainment",0.130000,0.020000,0.000000,0.010000,0.160000
"NASCAR 14","X360",2014,"Racing","Deep Silver",0.150000,0.000000,0.000000,0.010000,0.160000
"TimeSplitters: Future Perfect","XB",2005,"Shooter","Electronic Arts",0.120000,0.030000,0.000000,0.010000,0.160000
"Midway Arcade Treasures 3","PS2",2005,"Misc","Midway Games",0.080000,0.060000,0.000000,0.020000,0.160000
"Dr. Muto","PS2",2002,"Platform","Midway Games",0.080000,0.060000,0.000000,0.020000,0.160000
"Beowulf: The Game","PS3",2007,"Action","Ubisoft",0.140000,0.010000,0.000000,0.010000,0.160000
"Puzzle Quest: Galactrix","DS",2009,"Puzzle","D3Publisher",0.150000,0.000000,0.000000,0.010000,0.160000
"DS Rakubiki Jiten","DS",2005,"Misc","Nintendo",0.000000,0.000000,0.160000,0.000000,0.160000
"SeaWorld Adventure Parks: Shamus Deep Sea Adventure","PS2",2005,"Adventure","Activision",0.080000,0.060000,0.000000,0.020000,0.160000
"Fatal Frame II: Crimson Butterfly","PS2",2003,"Action","Ubisoft",0.080000,0.060000,0.000000,0.020000,0.160000
"Angry Birds Trilogy","PS3",2012,"Action","Activision",0.120000,0.020000,0.000000,0.020000,0.160000
"Dewys Adventure","Wii",2007,"Platform","Konami Digital Entertainment",0.140000,0.000000,0.010000,0.010000,0.160000
"Shadow Man: 2econd Coming","PS2",2002,"Adventure","Acclaim Entertainment",0.080000,0.060000,0.000000,0.020000,0.160000
"Yu-Gi-Oh! 5Ds Tag Force 6","PSP",2011,"Strategy","Konami Digital Entertainment",0.000000,0.000000,0.160000,0.000000,0.160000
"NPPL: Championship Paintball 2009","PS3",2008,"Shooter","Activision Value",0.150000,0.000000,0.000000,0.010000,0.160000
"Dynasty Warriors 4","XB",2003,"Action","Tecmo Koei",0.120000,0.030000,0.000000,0.010000,0.160000
"Wakeboarding Unleashed Featuring Shaun Murray","PS2",2003,"Sports","Activision",0.080000,0.060000,0.000000,0.020000,0.160000
"The Incredibles: Rise of the Underminer","GC",2005,"Action","THQ",0.120000,0.030000,0.000000,0.000000,0.160000
"Jikkyou Powerful Pro Yakyuu 3 97 Haru","SNES",1997,"Sports","Konami Digital Entertainment",0.000000,0.000000,0.160000,0.000000,0.160000
"The BIGS","PS3",2007,"Sports","Take-Two Interactive",0.150000,0.000000,0.000000,0.010000,0.160000
"Flushed Away","GC",2006,"Platform","D3Publisher",0.120000,0.030000,0.000000,0.000000,0.160000
"Eragon","DS",2006,"Action","Vivendi Games",0.130000,0.020000,0.000000,0.010000,0.160000
"Scarface: Money. Power. Respect.","PSP",2006,"Strategy","Vivendi Games",0.150000,0.000000,0.000000,0.010000,0.160000
"Summon Night EX-Thesis: Yoake no Tsubasa","PS2",2005,"Role-Playing","Banpresto",0.000000,0.000000,0.160000,0.000000,0.160000
"Pro Yaky? Spirits 3","PS2",2006,"Sports","Konami Digital Entertainment",0.000000,0.000000,0.160000,0.000000,0.160000
"Silent Scope 3","PS2",2002,"Shooter","Konami Digital Entertainment",0.080000,0.060000,0.000000,0.020000,0.160000
"World Series of Poker: Tournament of Champions 2007 Edition","X360",2006,"Misc","Activision",0.150000,0.000000,0.000000,0.010000,0.160000
"NASCAR Heat 2002","GBA",2002,"Racing","Infogrames",0.120000,0.040000,0.000000,0.000000,0.160000
"Namco Classic Fighter Collection","PS2",2008,"Fighting","Namco Bandai Games",0.080000,0.060000,0.000000,0.020000,0.160000
"International Superstar Soccer Deluxe","SNES",1995,"Sports","Konami Digital Entertainment",0.000000,0.000000,0.160000,0.000000,0.160000
"TNA iMPACT!","Wii",2008,"Fighting","Midway Games",0.140000,0.010000,0.000000,0.010000,0.160000
"Intellivision Lives!","PS2",2003,"Misc","Play It",0.080000,0.060000,0.000000,0.020000,0.160000
"Field Commander","PSP",2006,"Strategy","Sony Online Entertainment",0.140000,0.000000,0.000000,0.010000,0.160000
"Robots","GC",2005,"Action","Vivendi Games",0.120000,0.030000,0.000000,0.000000,0.160000
"Little League World Series Baseball 2009","Wii",2009,"Sports","Activision",0.150000,0.000000,0.000000,0.010000,0.160000
"The King of Fighters XII","PS3",2009,"Fighting","Ignition Entertainment",0.110000,0.010000,0.030000,0.010000,0.160000
"Doctor Who: Evacuation Earth","DS",2010,"Adventure","Asylum Entertainment",0.000000,0.140000,0.000000,0.020000,0.160000
"Murdered: Soul Suspect","XOne",2014,"Action","Square Enix",0.080000,0.070000,0.000000,0.010000,0.160000
"Ener-G: Dance Squad","DS",2008,"Sports","Ubisoft",0.150000,0.000000,0.000000,0.010000,0.160000
"Our House","DS",2009,"Strategy","Majesco Entertainment",0.150000,0.000000,0.000000,0.010000,0.160000
"SimEarth: The Living Planet","SNES",1991,"Simulation","Imagineer",0.000000,0.000000,0.160000,0.000000,0.160000
"Major League Baseball 2K11","Wii",2011,"Sports","Take-Two Interactive",0.150000,0.000000,0.000000,0.010000,0.160000
"Sengoku Basara: Chronicle Heroes","PSP",2011,"Action","Capcom",0.000000,0.000000,0.160000,0.000000,0.160000
"NBA 2K12","PC",2011,"Sports","Take-Two Interactive",0.090000,0.050000,0.000000,0.020000,0.160000
"The Wild Thornberrys: Chimp Chase","GBA",2001,"Action","THQ",0.110000,0.040000,0.000000,0.000000,0.160000
"Power Stakes","PS",1997,"Sports","Aques",0.000000,0.000000,0.150000,0.010000,0.160000
"Fighters Destiny","N64",1998,"Fighting","Ocean",0.130000,0.030000,0.000000,0.000000,0.160000
"Asteroids Hyper 64","N64",1999,"Shooter","Crave Entertainment",0.130000,0.030000,0.000000,0.000000,0.160000
"The Powerpuff Girls: Chemical X-Traction","N64",2001,"Action","BAM! Entertainment",0.130000,0.030000,0.000000,0.000000,0.160000
"Jikkyou Powerful Pro Yakyuu Basic-han 2001","N64",2001,"Sports","Konami Digital Entertainment",0.000000,0.000000,0.120000,0.040000,0.160000
"Tom and Jerry in Fists of Furry","N64",2000,"Fighting","Ubisoft",0.130000,0.030000,0.000000,0.000000,0.160000
"Hydro Thunder","N64",2000,"Racing","Midway Games",0.130000,0.030000,0.000000,0.000000,0.160000
"Space Invaders","N64",1999,"Shooter","Activision",0.130000,0.030000,0.000000,0.000000,0.160000
"Starcraft 64","N64",2000,"Strategy","Nintendo",0.130000,0.030000,0.000000,0.000000,0.160000
"Destruction Derby 64","N64",1999,"Racing","THQ",0.130000,0.030000,0.000000,0.000000,0.160000
"Buck Bumble","N64",1998,"Action","Ubisoft",0.130000,0.030000,0.000000,0.000000,0.160000
"California Speed","N64",1999,"Misc","Midway Games",0.130000,0.030000,0.000000,0.000000,0.160000
"Wonder Project J2: Koruro no Mori no Josette","N64",1996,"Simulation","Enix Corporation",0.000000,0.000000,0.120000,0.040000,0.160000
"Culdcept SAGA","X360",2006,"Role-Playing","Namco Bandai Games",0.120000,0.000000,0.030000,0.010000,0.160000
"Take A Breaks: Puzzle Master","DS",2009,"Puzzle","Ubisoft",0.000000,0.150000,0.000000,0.010000,0.160000
"Dragon Ball: Origins 2","DS",2010,"Action","Namco Bandai Games",0.050000,0.020000,0.080000,0.010000,0.160000
"Minna no DS Seminar: Kanpeki Kanji Ryoku","DS",2006,"Misc","TDK Core",0.000000,0.000000,0.160000,0.000000,0.160000
"Innocent Life: A Futuristic Harvest Moon","PSP",2006,"Simulation","Rising Star Games",0.080000,0.030000,0.030000,0.020000,0.160000
"The Crew","PC",2014,"Racing","Ubisoft",0.000000,0.150000,0.000000,0.010000,0.160000
"Macross Ace Frontier","PSP",2008,"Simulation","Namco Bandai Games",0.000000,0.000000,0.160000,0.000000,0.160000
"Black & Bruised","PS2",2003,"Fighting","Vivendi Games",0.080000,0.060000,0.000000,0.020000,0.160000
"Sherlock Holmes vs. Jack the Ripper","X360",2009,"Adventure","Focus Home Interactive",0.110000,0.040000,0.000000,0.010000,0.160000
".hack//G.U. Vol.2//Reminisce (jp sales)","PS2",2006,"Role-Playing","Namco Bandai Games",0.000000,0.000000,0.160000,0.000000,0.160000
"Rapala Pro Fishing","XB",2004,"Sports","Zoo Digital Publishing",0.120000,0.030000,0.000000,0.010000,0.160000
"TimeShift","PS3",2007,"Shooter","Vivendi Games",0.140000,0.010000,0.000000,0.010000,0.160000
"Blitz: The League","X360",2006,"Sports","Midway Games",0.150000,0.000000,0.000000,0.010000,0.160000
"Scripps Spelling Bee","DS",2010,"Simulation","THQ",0.150000,0.000000,0.000000,0.010000,0.160000
"MotionSports: Adrenaline","PS3",2011,"Sports","Ubisoft",0.080000,0.060000,0.000000,0.030000,0.160000
"Ener-G Horse Riders","DS",2008,"Sports","Ubisoft",0.140000,0.010000,0.000000,0.010000,0.160000
"Time Hollow","DS",2008,"Adventure","Konami Digital Entertainment",0.030000,0.010000,0.110000,0.000000,0.160000
"Farming Simulator 2013","PS3",2013,"Simulation","Focus Home Interactive",0.000000,0.100000,0.020000,0.040000,0.160000
"Rudolph the Red-Nosed Reindeer","Wii",2010,"Action","Crave Entertainment",0.150000,0.000000,0.000000,0.010000,0.160000
"Shinobido 2: Tales of the Ninja","PSV",2011,"Action","Sony Computer Entertainment",0.060000,0.050000,0.020000,0.030000,0.160000
"SpongeBobs Truth or Square","DS",2009,"Action","THQ",0.080000,0.070000,0.000000,0.010000,0.160000
"Ghost in the Shell: Stand Alone Complex","PS2",2004,"Adventure","Namco Bandai Games",0.080000,0.060000,0.000000,0.020000,0.160000
"Rondo of Swords (US sales)","DS",2007,"Role-Playing","Success",0.160000,0.000000,0.000000,0.000000,0.160000
"Bulletstorm","PC",2011,"Shooter","Electronic Arts",0.070000,0.070000,0.000000,0.020000,0.160000
"Battle Soccer: Field no Hasha","SNES",1992,"Sports","Banpresto",0.000000,0.000000,0.160000,0.000000,0.160000
"Shaun White Skateboarding","X360",2010,"Sports","Ubisoft",0.100000,0.050000,0.000000,0.010000,0.160000
"MLB 11: The Show","PSP",2011,"Sports","Sony Computer Entertainment",0.150000,0.000000,0.000000,0.010000,0.160000
"Amped 3","X360",2005,"Sports","Take-Two Interactive",0.130000,0.020000,0.000000,0.010000,0.160000
"Family Party: 30 Great Games Outdoor Fun","Wii",2009,"Misc","D3Publisher",0.140000,0.010000,0.000000,0.010000,0.160000
"FlatOut 2","PS2",2006,"Racing","Empire Interactive",0.080000,0.060000,0.000000,0.020000,0.160000
"Naruto: Ultimate Ninja Heroes 2 - The Phantom Fortress","PSP",2006,"Fighting","Atari",0.140000,0.000000,0.000000,0.010000,0.160000
"FIFA Soccer 96","PS",1995,"Sports","Electronic Arts",0.090000,0.060000,0.000000,0.010000,0.160000
"Burger Island","DS",2008,"Action","Destineer",0.150000,0.000000,0.000000,0.010000,0.160000
"Dynasty Warriors 8","X360",2013,"Action","Tecmo Koei",0.090000,0.050000,0.000000,0.010000,0.160000
"NCAA Final Four 2001","PS",2000,"Sports","Sony Computer Entertainment",0.090000,0.060000,0.000000,0.010000,0.160000
"Tak and the Guardians of Gross","Wii",2008,"Action","THQ",0.150000,0.000000,0.000000,0.010000,0.160000
"Just Dance: Disney Party","X360",2012,"Misc","Ubisoft",0.130000,0.020000,0.000000,0.010000,0.160000
"LEGO The Lord of the Rings","DS",2012,"Action","Warner Bros. Interactive Entertainment",0.000000,0.140000,0.000000,0.020000,0.160000
"Dengeki Bunko Fighting Climax","PS3",2014,"Fighting","Sega",0.050000,0.000000,0.090000,0.010000,0.160000
"J-League Jikkyou Winning Eleven 2000","PS",2000,"Sports","Konami Digital Entertainment",0.000000,0.000000,0.150000,0.010000,0.160000
"Eve: The Lost One","SAT",1998,"Adventure","Imagineer",0.000000,0.000000,0.160000,0.000000,0.160000
"Chessmaster: The Art of Learning","DS",2007,"Misc","Ubisoft",0.120000,0.030000,0.000000,0.010000,0.160000
"Yu-Gi-Oh! 5Ds: Duel Transer","Wii",2010,"Strategy","Konami Digital Entertainment",0.110000,0.020000,0.020000,0.010000,0.160000
"LEGO Legends of Chima: Lavals Journey","PSV",2013,"Adventure","Warner Bros. Interactive Entertainment",0.020000,0.090000,0.000000,0.040000,0.160000
"Konami Krazy Racers","GBA",2001,"Racing","Konami Digital Entertainment",0.090000,0.030000,0.040000,0.000000,0.160000
"Saturday Night Slam Masters","SNES",1994,"Fighting","Capcom",0.000000,0.000000,0.160000,0.000000,0.160000
"Blitz: The League II","PS3",2008,"Sports","Midway Games",0.110000,0.030000,0.000000,0.020000,0.160000
"F-Zero: GP Legend","GBA",2003,"Racing","Nintendo",0.110000,0.040000,0.000000,0.000000,0.160000
"Racing Lagoon","PS",1999,"Racing","Square",0.000000,0.000000,0.150000,0.010000,0.160000
"Victorious: Hollywood Arts Debut","DS",2011,"Misc","D3Publisher",0.140000,0.010000,0.000000,0.010000,0.160000
"Mr. Driller 2","GBA",2001,"Puzzle","Namco Bandai Games",0.000000,0.000000,0.150000,0.000000,0.160000
"Just Sing!","DS",2009,"Misc","DTP Entertainment",0.140000,0.010000,0.000000,0.010000,0.160000
"Darksiders II","WiiU",2012,"Action","THQ",0.070000,0.070000,0.000000,0.010000,0.160000
"Dragons Lair Trilogy","Wii",2010,"Adventure","Destineer",0.150000,0.000000,0.000000,0.010000,0.160000
"Trivial Pursuit: Bet You Know It","Wii",2011,"Misc","Electronic Arts",0.100000,0.040000,0.000000,0.010000,0.160000
"Imagine: Ice Champions","DS",2007,"Sports","Spike",0.150000,0.000000,0.000000,0.010000,0.160000
"J-League Pro Soccer Club o Tsukurou! 6: Pride of J","PSP",2009,"Sports","Sega",0.000000,0.000000,0.160000,0.000000,0.160000
"Nicktoons: MLB","Wii",2011,"Sports","Take-Two Interactive",0.150000,0.000000,0.000000,0.010000,0.160000
"Sniper: Ghost Warrior","PC",2010,"Shooter","City Interactive",0.000000,0.130000,0.000000,0.030000,0.160000
"Left Brain Right Brain: Use Both Hands Train Both Sides","DS",2007,"Misc","505 Games",0.150000,0.000000,0.000000,0.010000,0.160000
